movie_title
조폭 마누라 2: 돌아온 전설
飞龙猛将
西游记大结局之仙履奇缘
天下第一拳
The Man from Hong Kong
Encrypt
洪熙官
Ga yau hei si 2009
Shôrin shôjo
โลงต่อตาย
Dinner Rush
Feng Yun Jue
Shi ying xiong chong ying xiong
Kinamand
The Spy Next Door
Ten Minutes Older: The Trumpet
Mai dou xiang dang dang
Iron And Silk
旺角卡门
Seventh Moon
新座头市　破れ！唐人剣
Into the Sun
Andy Lau Wonderful World Concert Tour Shanghai 2008
见鬼2
窃听风云
伊波拉病毒
非常完美
Kickboxer 2:  The Road Back
奇蹟
功夫厨神
再生号
Irma Vep
白发魔女2
Kung Fu Killer
笑太极
意外
PTU
一一
奇谋妙计五福星
建国大业
Wing Chun
缘份
夺帅
Hung kuen dai see
柔道龙虎榜
宝贝计划
魔鬼天使
鬼子来了
狼牙
秘岸
Duo biao
大醉侠
The Pillow Book
七金尸
目露凶光
Hu bao long she ying
Zhui Ying
陆阿采与黄飞鸿
秦颂
天涯明月刀
赤裸羔羊
Dai noi muk taam 009
美少年之恋
蓝宇
侠盗高飞
The Expendables
六壮士
新独臂刀
精武家庭
Shamo
旺角黑夜
群龙戏凤
宋家皇朝
天下无贼
虎鹤双形
Tai-Pan
飞虎雄心2傲气比天高
二十四城记
扑克王
Legend of the Dragonslayer Sword
Adventures of Power
苹果
Chinese Box
倩女幽魂
十月围城
麦田
黑拳
冒险王: The Scripture with No Words
白银帝国
活着
Ching toi
Heaven & Earth
Prisoner 701: Sasori
Forced Vengeance
The Touch
危险人物
铁三角
黑白战场
三岔口
Bau lit do see
大只佬
公元2000
金燕子
金瓶梅2 爱的奴隶
审死官
五郎八卦棍
当男人变成女人
风声
满清十大酷刑
风云II
花木兰
Ma Yong Zhen
摩登保镳
硬汉
冷静と情热のあいだ
战狼传说
红番区
龙凤斗
쓰리, 몬스터
锦衣卫
孔子
战·鼓
我的最爱
紫蝴蝶
搏命单刀夺命抢
King of Triads
刁手怪招
Leui ting jin ging
龙在天涯
金瓶梅
决战紫禁之顚
大兵小将
蛇鹤八步
性工作者2 我不卖身·我卖子宫
导火线
Sarafina!
Luo ye gui gen
Ngo liu poh lut gau ching
Dead or Alive: Final
极道黒社会
十三太保
Xích lô
Hyôryû-gai
Qing feng xia
半支烟
Blade II
One Last Dance
Die Another Day
合气道
黑白道
少林小子
南北少林
苏乞儿
甜蜜蜜
The Final Curtain
全城热恋
叶问2
Sham moh
Knock Off
Jump
摇啊摇，摇到外婆桥
Bruce Lee: A Warrior's Journey
Fear X
大内密探零零发
唐伯虎点秋香
オペレッタ狸御殿
爱情呼叫转移
刺陵
我的唐朝兄弟
同门
末路狂花
有话好好说
跟踪
Invisible Waves
江湖
女警察
Sijie
Ouran
铁汉柔情
宝葫芦的秘密
Nu zi tai quan qun ying hui
少林门
发钱寒
秋菊打官司
新蜀山剑侠
吴清源
火龙对决
Shanghai
迷你特攻队
The Karate Kid
Huang cun ke zhan
超级计划
Kickboxer 3: The Art of War
Once a Thief
Li Xiao Long zhuan qi
女人不坏
深海寻人
满清十大酷刑之赤裸凌迟2
Hunting Venus
皇家师姐
杜拉拉升职记
岁月神偷
醉马骝
刀马旦
古惑仔之人在江湖
弱杀
Eros
Clean
皇家师姐IV直击证人
八仙饭店之人肉叉烧饱
地狱无门
三德和尚与舂米六
She sha shou
原振侠与卫斯理
杂家小子
Challenge of the Tiger
青蛇
蜜桃成熟时1997
Mei nui sik sung
奇逢敌手
Lik goo lik goo dui dui pong
撕票风云
Ninja Terminator
女集中营
尸妖
乌鼠机密档案
五爪十八翻
种鬼
变脸迷情
残缺
羔羊医生
Hu meng wei long
천사몽
新流星蝴蝶剑
Flying Dagger
新龙门客栈
殭尸大时代
赌圣
Fung lau yuen gwai
Jing tian long hu bao
烹尸之丧尽天良
Sang sei kuen chuk
中国超人
锺馗娘子
How Bruce Lee Changed the World
东邪西毒
少林木人巷
少林英雄之方世玉洪熙官
Fen nu qing nian
成龙的特技
半生缘
Xiang ji mao yi yang fei
绿茶
伊莎贝拉
中华丈夫
猎魔群英
杀手天使
暗花
大丈夫
两个只能活一个
向左走向右走
英雄本色3：夕阳之歌
最后一击
食神
Chuyên Gia Xảo Quyệt
洪文定三破白莲教
五遁忍术
败家仔
少林五祖
国产凌凌漆
Fei ying
恋爱行星
越光宝盒
Daai sau cha ji neui
未来警察
五虎屠龙
游龙戏凤
机器侠
Combination Platter
Ba hai hong ying
Bian zou bian chang
雌雄双煞
菊豆
客途秋恨
Mei lai muk ling
飞砂风中转
志明与春娇
红高粱
龙虎风云
猩猩王
黄飞鸿之五龙城歼霸
조폭 마누라 3
Ga goh yau chin yan
打擂台
El kárate, el Colt y el impostor
American Fusion
高度戒备
Dao
黑金
瘦身男女
Attack Force Z
东方三侠
中华战士
水浒传
剑雨
Laughing Gor之变节
Ai de jiao yu
侠女
蓝风筝
茉莉花开
鎗王之王
叶问前传
全城戒备
Yeshou xingjing
东宫西宫
小倩
如果·爱
中华英雄
三枪拍案惊奇
画魂
唐山大地震
弹道
苏乞儿
Lian ai zhong de Bao Bei
Bruce Lee: The Legend
心中有鬼
结果
北京乐与路
月满轩尼诗
双食记
桃花运
Wu ren jia shi
Iron Fist Pillage
梅兰芳
街头杀手
雪儿
最后胜利
一代宗师
蝶变
Shi zi mo hou shou
鬼猛脚
Ninja vs. Ninja
Death Code: Ninja
大小黄天霸
不死情谜
暗战 2
明明
天下无双
B计划
百年好合
Mou han fou wut
Bad Boy特攻
九龙冰室
九一神鵰侠侣
碧血蓝天
Biu Che Ji Che San Chuen Suet
我左眼见到鬼
玻璃之城
城市女猎人
Chi luo kuang ben
赤色大风暴
The Protector
爱与诚
绝世好Bra
安娜与武林
绝色神偷
干柴烈火
钟无艳
孤男寡女
Chung on chi ma gun
天堂口
Pao zhi nu peng you
Her Name is Cat
鬼马狂想曲
Tou shen gu zu
大冒险家
黑猫
东京攻略
戏王之王
卫斯理蓝血人
花旗少林
轰天皇家将
皇家女将
煎酿叁宝
合约情人
皇家战士
回魂夜
香港奇案之强奸
急冻奇侠
最爱女人购物狂
Kickboxer's Tears
惊天12小时
辣手回春
星愿
流氓医生
一碌蔗
Sam dung
有情饮水饱
野蛮密笈
热血最强
失忆?女王
老夫子
幽灵人间
双雄
玉观音
算死草
十二夜
恋战冲绳
玉蒲团之偷情宝鑑
Yue doh laai yue ying hung
瘦身
Sing gam do see
森冤
Luen ching go gup
新紮师妹
星月童话
恋上你的床
至尊无上
新英雄本色
摄氏32度
神偷次世代
大城小事
Xun zhao Cheng Long
少林寺
飞虎雄心
黄河绝恋
Sun zat see ze
枪火
财神到
金钱帝国
情癫大圣
拳神
海上花
童年往事
风雨双流星
三十六迷形拳
成龙的传奇
龙拳
翡翠明珠
Sing si jin jang
一老一少一根钉
The Warrior's Way
人间喜剧
Cheung Gong 7 hou: Oi dei kau
疯猴
Tin seung yan gaan
Hot Potato
Eve and the Fire Horse
7天爱上你
荒村公寓
我爱你
Pi li long quan
鸡同鸭讲
长恨歌
纵横四海
美丽新世界
7 jin gong
谁说我不在乎
逃学威龙
武状元苏乞儿
风月
我为谁狂
精武风云
Three Wishes
xXx: Return of Xander Cage
Chu Ba
Nan Shao Lin yu bei Shao Lin
豪侠传
新飞狐外传
独臂刀王
少林搭棚大师
线人
狄仁杰之通天帝国
Si wang ta
Prince of Jutland
古惑仔2之猛龙过江
古惑仔之只手遮天
97古惑仔之战无不胜
98古惑仔之龙争虎斗
胜者为王
新古惑仔之少年激斗篇
机动部队 - 同袍
烈火战车２ 极速传说
古惑仔情义篇之洪兴十三妹
魔
一个好爸爸
Single Blog
古惑仔激情篇洪兴大飞哥
友情岁月之山鸡故事
顺流逆流
Kung Fu Panda 2
Te jing xin ren lei 2
黑侠2
独臂拳王大破血滴子
Nan bei zui quan
游园惊梦
维多利亚壹号
Shen quan da zhan kuai qiang shou
Whatever Happened to Harold Smith?
Du bei chuan wang
悲情城市
Wind Blast
金瓶双艳
扭计杂牌军
拍案惊奇
Top Fighter
Traces of a Dragon: Jackie Chan & His Lost Family
西藏小子
魔幻厨房:
Wu ye li ren
Mini
喋血孤城
Kung Fu Panda Holiday
非洲和尚
马永贞
霹雳十杰
Xian si jue
天水围的夜与雾
Lung Fung Dim
和平饭店
战神传说
Gui ma fei ren
形影不离
人在囧途
童眼
男人四十
让子弹飞
鹿鼎记
鹿鼎记 II : 神龙敎
Ngok nam shi kin
Fa fa ying king
Color Me Love
Shao Lin jiang shi
太阳照常升起
黄飞鸿之四：王者之风
百变星君
神枪手与智多星
One Stone and Two Birds
Resort Massacre
Fai seung hung che
夜·上海
Huang jia shi jie zhi III: Ci xiong da dao
金鸡
得閒炒饭
72家租客
尸蛊艳谭
醉侠苏乞儿
Kung Fu Mahjong
伊贺忍法帖
Ninja the Protector
太阳之子
破坏之王
逃学威龙 II
喜剧之王
红河
千王之王 2000
我要成名
监狱风云
赌侠 III 之上海滩赌圣
烈火战车
李小龙
兄弟
浑身是胆
Che si shi si
San geng
独臂刀
烂头何
独立时代
Mang quan gui shou
唐伯虎点秋香2之四大才子
海洋天堂
麻将
You xia er
前度
Ji keung hei si 2011
Rage of the Tiger
E hu kuang long
Dragon Lee Vs. The 5 Brothers
伏击
码头大决斗
小老虎
The Dark Side of My Mind
九品芝麻官之白面包靑天
射鵰英雄传之东成西就
新少林寺
赵氏孤儿
Yan tsoi gong wu
Cat and Mouse
鹰爪铁布衫
龙的传人
豪门夜宴
情圣
Sheng hua te jing zhi sang shi ren wu
监狱风云 II : 道犯
荡寇志
2002
C+侦探
非诚勿扰2
锦衣卫
Vampire Warriors
天水围的日与夜
Ma ko Po lo
想飞
我爱夜来香
黐线枕边人
龙凤贼捉贼
双瞳
鬼咬鬼
脂粉双雄
海上传奇
赌神3之少年赌神
赌侠
Fang Shi Yu
Dong fung po
我爱香港
Kung Phooey
现代豪侠传
Jie dao sha ren
Zhan shen tan
夺魂铃
幻影特攻
Da Xiao Jiang Hu
广东靓仔玉
Gong Fu Yong Chun
一路有你
插翅虎
特警屠龙
洗黑钱
龍在江湖
旺角监狱
Huo shao hong lian si
再见阿郎
T2
刀见笑
The Vineyard
出水芙蓉
真心英雄
老鼠拉龟
知法犯法
Snow Flower and the Secret Fan
Kei tung bou deui - Ging lai
Kei tung bou deui: Yan sing
Kei tung bou deui: Juet lou
Kei tung bou deui: Fo pun
AV
五毒天罗
至尊无上II永霸天下
螳螂
广东十虎与后五虎
2 Young
神奇侠侣
富贵列车
Looper
少林醉八拳
家有囍事
Meng Bo
Tau chut
雀圣2自摸天后
呖咕呖咕新年财
Tie qi men
三闯少林
Dancing Without You
达摩密宗血神飘
出埃及记
恋人絮语
Hau bei tim sum
爱情呼叫转移Ⅱ：爱情左右
聊斋艳谭
少林与武当
Fo zhang luo han quan
风流断剑小小刀
Siu nin a Fu
Boon chui yan gaan
Fa tin hei si 2010
He xing dao shou tang lang tui
周渔的火车
精装追女仔2004
忘不了
流氓英雄
血滴子
大丈夫2
神偷谍影
爱情白面包
再说一次我爱你
2004新紮师兄
龙虎斗
童梦奇缘
太极拳
我知女人心
关云长
最佳福星
福星闯江湖
五福星撞鬼
运财五福星
观音山
决战刹马镇
Jie shi ying xiong
血鹦鹉
Yao hun
魔殿屠龙
日照重庆
上海滩十三太保
笑林小子2：新乌龙院
超级学校霸王
copy cat
秋天的童话
97家有囍事
太极气功
功夫小子
大师
甩牙老虎
怪兽学园
神勇双响炮续集
陆小凤之绣花大盗
勇者无惧
鬼画符
龙虎会风云
Ling qi bi ren
Ying Wang
生死斗
八喜临门
赞先生与找钱华
女机械人
洪拳与咏春
萧十一郎
Ci Ma
血符门
Qi xia wu yi zhi wu shu nao dong jing
浣花洗剑
Jackie Chan: Fast, Funny and Furious
影子神鞭
Yan niang
Tough Beauty and the Sloppy Slop
Augustin, roi du kung-fu
Hei xi yi
大旗英雄传
日劫
圆月弯刀
Yi tian tu long ji da jie ju
Ren pi deng long
白玉老虎
武馆
合家欢
孔雀王朝
金衣大侠
边城三侠
黄飞鸿少林拳
Fei yan jin dao
香港也疯狂
Hi, Fidelity
终极强奸II原始兽性
Cyber Café
七省拳王
Wu hu jiang
倚天屠龙记
八道楼子
十二金牌
跛豪
Tai Hang shan shang
Yi sheng tan xi
千杯不醉
老虎出更
将爱情进行到底
蔡李佛
Big Brother Cheng
Lip paau hang dung
Huang jia da zei
三少爷的剑
妖魔道
新天龙八部之天山童姥
金玉良缘红楼梦
醉拳III
火并
清宫大刺杀
绝代双骄
Tian shi xing dong
Bian fu chuan qi
双龙记 / Legend of Twins Dragon
杨过与小龙女
Mahjong Heroes
殭尸翻生
毁灭号地车
楚留香之幽灵山庄
Ming yue dao xue ye jian chou
执法先锋
Shao Lin ying xiong bang
大侠复仇记
逃学威龙3之龙过鸡年
打雀英雄传
醒狮
棒子老虎鸡
血酒天牢
绝种铁金刚
紫雨风暴
Qing xia zhui feng jian
Ten Brothers
少林传人
萧十一郎
Tian long ba bu
天龙八将
铁手无情
清宫启示录
Xiao du long
The Young Taoism Fighter
通天小子红枪客
少年苏乞儿
绝世好B
Sha ren zhe Tang Zhan
Yat do king sing
满清禁宫奇案
江湖最后一个大佬
3D肉蒲团之极乐宝鑑
Broken Oath
唐吉可德
追魂镖
Wu long tian shi zhao ji gui
新紮师妹2 - 美丽任务
Love Undercover 3
殭尸先生
殭尸家族
灵幻先生
殭尸叔叔
驱魔警察
Ren xia ren
The Phantom Killer
Guen see sin sang
一眉道人
Tiaohui
兽性诱惑之赤裸性游戏
宅男总动员：女神归来
单身男女
阮玲玉
Scarred
G4 te gong
不扣钮的女孩
จันดารา
降头
龙在江湖
爆裂刑警
Iron Man 3
Jing wu men xu ji
悍妇岗
北京原人
笑侠楚留香
霸王花
胭脂扣
Shadow Magic
不夜城
东方秃鹰
诱僧
Zhong hua wu shu
Ultimate Fights from the Movies
94独臂刀之情
妖兽都市
西楚霸王
阴阳血滴子
英雄无泪
建党伟业
上海皇帝之岁月风云
花飞满城春
上海皇帝之雄霸天下
功夫大师
Crying Heart
开心鬼撞鬼
Sheng gang qi bing
猛男滚死队
B+侦探
霹雳先锋
钮扣人
卫斯理传奇
长短脚之恋
武侠
倩女幽魂
江湖龙虎斗
最佳女婿
Jacky Cheung Private Corner
新仙鹤神针
梁祝
Shao Lin zhen ying xiong
Les nuits rouges du bourreau de jade
长辈
Shi da sha shou
睡拳怪招
Red Skies
阴阳刀
财神客栈
杀人犯
天蚕变
老虎田鸡
Shanghai Baby
头七还魂夜
666魔鬼复活
Daai baan taat yat chaan
投奔怒海
不再让你孤单
女人，四十。
报应
The Curse of the Dragon
Zhong yuan biao ju
Our Big Sister
万有引力
非常突然
热血青年
新精武门1991
Man hua wei long
Virtual Recall
Shen bu you ji
大世界
癫佬正传
无翼蝙蝠
射鵰英雄传
射鵰英雄传续集
Shen diao xia lu
英雄无泪
热浪球爱战
名剑
Albert Nobbs
麦兜故事
硬汉2：奉陪到底
卧虎
半斤八两
The Blood Bond
武林圣火令
武侠七公主之天剑绝刀
奇门遁甲
江湖行
The Big Sting
刀不留人
Tao wang
射鵰英雄传第三集
插翅难飞
Qi mian ren
Yi mei dao gu
Ye shou zhi tong
义胆群英
Nobody's Perfect
窃听风云 2
全球热恋
玉蒲团II玉女心经
Para Para Sakura
神经侠侣
Du zi deng dai
Sing kung chok tse sup yut tam
济公
黄飞鸿系列之一代师
Keung gaan 2 chai fook yau waak
最爱
肩上蝶
赌侠 1999
Dao Ke Wai Zhuan
血芙蓉
Nan yang tang ren jie
李米的猜想
Big Movie
Tian shi xing dong II zhi huo feng jiao long
御猫三戏锦毛鼠
中华赌侠
毒龙潭
Huang Fei Hong zhi nan er dang bao guo
四骑士
Long zai Shaolin
决杀令
画壁
Shi er tan tui
Cai li fa xiao zi
南北狮王
Vampire Super
Shen tui tie shan gong
Saai sau kwong lung
七煞
教头发威
Duo gwun
无名英雄
Meng mian da xia
白蛇传说
新家法
Five Golden Dragons
The Expendables 2
分手说爱你
阿郎的故事
20 30 40
忠烈图
空山灵雨
Sammi Love Mi Concert 2009
辛亥革命
陆小凤之决战前后
武状元铁桥三
白莲邪神
Man of Tai Chi
The Fortune Buddies
金陵十三钗
San lang qi an
Lung men bei chi
神威三猛龙
第601个电话
没完没了
春满丹麦
赤裸红唇
幸福额度
大腕
大武生
同居蜜友
七年很痒
杀手蝴蝶梦
肥龙过江
Miss Kicki
An Alan Smithee Film: Burn, Hollywood, Burn
铁甲无敌玛利亚
喜爱夜蒲
黑白森林
异度空间
跳跳舞
Xia Ri Nuan Yangyang
聊斋艳谭续集五通神
手机
英雄好汉
甲方乙方
Wu yue zhi lian
凶男寡女
A1 tou tiao
夏日恋神马
初恋无限Touch
蜜桃成熟时
The Most Dangerous Man
巡城马
Jian hu nu xia Qiu Jin
天地玄门
Boxer Rebellion
Tian shi xing dong III mo nu mo ri
Sisters In Law
猛鬼入侵黑社会
神勇飞虎霸王花
孔雀王子
Axis of War: The First of August
DragonBlade: The Legend of Lang
Mie men can an zhi nie sha
天若有情
The Laser Man
鸿门宴
乘着光影旅行－李屏宾的摄影人生
力王之黑色擂台
上天救命
英雄·喋血
守望者: 罪恶迷途
龙门飞甲
Dynamite Brothers
Wind and Cloud: The Storm Riders
Chow lok yuen
杨门女将之军令如山
庙街十二少
蜡笔小小生
无价之宝
寻枪
极速天使
逆战
大魔术师
冷血十三鹰
截拳鹰爪功
南洋十大邪术
Thunder of Gigantic Serpent
李三脚威震地狱门
I Am Bruce Lee
威震四方
情人结
小亲亲
The Beauty Remains
杀手欧阳盆栽
战·无双
霹雳小子之天才幽灵
Mang gwai oi ching goo si
天师撞邪
黄面老虎
Ninja: The Battalion
Dung sing sai tsau 2011
麦兜菠萝油王子
Youling renjian II: Gui wei ren jian
八星抱喜
Jaguar Lives!
笑咏春
开心魔法
蜜桃成熟时33D
星空
大太监
黑店
高海拔之恋 II
每当变幻时
Ol' Dirty Kung Fu
流星蝴蝶剑
风儿踢踏踩
铁金刚大破紫阳观
楚留香
壁虎
臭头小子
Robo Vampire
Devil's Dynamite
Ninja: American Warrior
Shi jie da shai
洪拳小子
方世玉与洪熙官
铁超人
Chi dan qing
瘦虎肥龙
油鬼子
亡命忍者
Duan hun gu
冲锋队怒火街头
Diamond Ninja Force
野战忍者
Bionic Ninja
Zhi zun shen tou
Mr. & Mrs. Gambler
处女降
Lit foh ching sau
龙形刁手金钟罩
保镖
铁掌旋风腿
夺命金
Hello! 树先生
Da ci ke
唐山五虎
贼赃
出笼马骝
六刺客
中泰拳坛生死战
虎鹰
重装警察
香港奇案之吸血贵利王
血玫瑰
Dou Sing 2 - Gai Tau Dou Sing
桃姐
生龙活虎小英雄
China Dragon
Transformers: Age of Extinction
旺角揸Fit人
Laughing Gor之潜罪犯
轰天龙虎会
Lie mo zhe
僱佣兵
仇连环
Bo za
Hui feng hao huang jin da feng bao
黄土地
新上海滩
金鸡2
金玉满堂
八星报喜
八宝奇兵
魔胎
Qian mian mo nu
买凶拍人
Shatter
Shaolin Vengeance
亲密敌人
追日
Bian di lang yan
四大跛拳
Wai Nei Chung Ching
Lian zhi feng jing
野·良犬
爱
The Tattoo Connection
Di san lei da dou
报仇
舞拳
秦俑
地下铁
女人．本色
大追捕
我愿意
Da Dao Wang Wu
Jue dou Lao Hu Zhuang
猛鬼大厦
龙之争霸
英雄本色
Kera sakti
The Man with the Iron Fists
海南鸡饭
提防小手
淫种
The Amsterdam Kill
绑架
殭尸少爷
Da jiao long
Techno Warriors
Tie tui jiang mo
Long she xia ying
等待黎明
十二生肖
双城计中计
Eat a Bowl of Tea
Huang fei hong si da di zi
Top Fighter 2
亚洲警察之高压线
琴剑恩仇
2012 我爱HK  喜上加囍
Tao da liang da xian shen wei
最佳拍档之醉街拍档
追男仔
화장실, 어디에요?
三毛流浪记
黑马王子
Moh sun gip
情逢敌手
新三狼之欢场屠夫
Ren shan ren hai
Zhui ming qiang
唐人街功夫小子
在那河畔青草青
10+10
红粉兵团
城巿特警
Gou hun jiang tou
第一类型危险
孩子王
地上最强
人鱼朵朵
水儿武士
Magic Warriors
新桃太郎
Xin shi er sheng xiao
灵幻童子
盘丝洞
飞尸
蛊
神打
红粉游侠
红鬼仔
Ren gui shen
San tou mo wang
鬼新娘
Zhuang dao zheng
The Spooky Family
鬼整人
赢钱专家
菩提幽魂
与蛇共舞
Frankenstein's Wedding... Live in Leeds
心魔
Yong chuang jiang wu
我在监狱的日子
替天行道之杀兄
冰封侠：重生之门
鬼屋小精灵
脑魔
猛鬼咒
诸葛四郎大斗双假面
Shao Lin zi di
春娇与志明
青楼十二房
Love, Guns and Glass
聊斋三集之灯草和尚
The Blue Jean Monster
貂女
Mong ming yuen yeung
仇
天使特警
海滩的一天
红孩儿
新西游记
Ren hu lian
鬼线人
金尼姑
Little Flying Dragon
羞羞鬼
鬼媾人
钟馗嫁妹
漫画奇侠
精灵变
My Neighbours are Phantoms
监狱不设防
杀绝
灵狐
金燕子
画中仙
画皮之阴阳法王
鬼打鬼之黄金道士
Long fa wei
飞象过河
魔高一丈
殭尸福星仔
笑傲侠义黄大仙
银姑
灵幻新娘
猛鬼迫人
出土奇兵
鬼娘子
大蛇王
女学生与流氓鬼
妖怪都市
午夜兰华
御剑伏魔
侠骨柔情赤子心
Yang chi
Yu shi shang tong ju
梁山伯与祝英台
夜惊魂
俏探女娇娃
胭脂虎
Xie zhou
Yes Madam 5
少林英雄
新不了情
Bu yi shen xiang
处女的诱惑
色慾杀人王
Dreams of Eroticism
飞龙斩
香港奇案
搭错线
少年与少妇
黄飞鸿
Mai Fu
毒女
黑灵官
仙女下凡
侠士行
荒江女侠
玉罗刹
珊珊
三更冤
铁头皇帝
铁扇公主
血溅牡丹红
故都春梦
Gwai ma seung sing
The Underground
Ye mo xian sheng
甩皮鬼
凶咒
毒后秘史
Nan quan bei tui dou jin hu
Bui bun si mun
San chuen lao see II: Sik ji ngoc gwai
那山那人那狗
怪侠
Wu zhao sheng you zhao
赌圣3无名小子
Fang Shih Yu yu Hu Hui Chien
血海螳螂仇
龙争虎斗精武魂 / The Black Dragon's Revenge
Jin shi pei yu, xiang gang qing ye
Hao qi hai si mao
香港屠夫
群星会
毒战
美好2012
嫁个100分男人
亚飞与亚基
流氓差婆
破事儿
我们天上见
霹雳大喇叭
Kung Fu Mahjong 3: The Final Duel
呆佬拜寿
追女仔95之绮梦
我要活下去
Lang man feng bao
大三元
绣花鞋
新喋血双雄
香港小教父
摩登天师
一个字头的诞生
边缘岁月
万人斩
学校风云
The Other Side of Gentleman
Cupid One
Ren she shu
Chung on sut luk: Tuen Man sik mo
杀生
浮城
The Iron Monkey
强奸陷阱
金枝玉叶
Shen dao
Long men jin jian
Million Dollar Crocodile
怪物
倾城之泪
Second Star to the Left
Him Gok
夜店诡谈
卫斯理之老猫
Che sau
PTU neui ging ji ngau yin haam jing
Shadow of China
